combo,size,matches,avg_points,avg_score_final,combo_size
Ainsley Maitland-Niles + Corentin Tolisso + Hans Hateboer + Tyler Morton,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Dominik Greif + Hans Hateboer + Martin Satriano,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Dominik Greif + Hans Hateboer + Mathys De Carvalho,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Dominik Greif + Hans Hateboer + Moussa Niakhate,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Dominik Greif + Hans Hateboer + Nicolás Tagliafico,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Dominik Greif + Hans Hateboer + Pavel Šulc,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Dominik Greif + Hans Hateboer + Tyler Morton,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Martin Satriano + Mathys De Carvalho,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Martin Satriano + Moussa Niakhate,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Martin Satriano + Nicolás Tagliafico,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Martin Satriano + Pavel Šulc,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Martin Satriano + Tyler Morton,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Mathys De Carvalho + Moussa Niakhate,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Mathys De Carvalho + Nicolás Tagliafico,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Mathys De Carvalho + Pavel Šulc,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Mathys De Carvalho + Tyler Morton,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Moussa Niakhate + Nicolás Tagliafico,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Moussa Niakhate + Pavel Šulc,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Moussa Niakhate + Tyler Morton,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Nicolás Tagliafico + Pavel Šulc,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Nicolás Tagliafico + Tyler Morton,4,4,2.0,71.66,4
Ainsley Maitland-Niles + Hans Hateboer + Pavel Šulc + Tyler Morton,4,4,2.0,71.66,4
Corentin Tolisso + Dominik Greif + Hans Hateboer + Nicolás Tagliafico,4,4,2.0,71.66,4
Corentin Tolisso + Hans Hateboer + Martin Satriano + Nicolás Tagliafico,4,4,2.0,71.66,4
Corentin Tolisso + Hans Hateboer + Mathys De Carvalho + Nicolás Tagliafico,4,4,2.0,71.66,4
Corentin Tolisso + Hans Hateboer + Moussa Niakhate + Nicolás Tagliafico,4,4,2.0,71.66,4
Corentin Tolisso + Hans Hateboer + Nicolás Tagliafico + Pavel Šulc,4,4,2.0,71.66,4
Corentin Tolisso + Hans Hateboer + Nicolás Tagliafico + Tyler Morton,4,4,2.0,71.66,4
Dominik Greif + Hans Hateboer + Martin Satriano + Nicolás Tagliafico,4,4,2.0,71.66,4
Dominik Greif + Hans Hateboer + Mathys De Carvalho + Nicolás Tagliafico,4,4,2.0,71.66,4
Dominik Greif + Hans Hateboer + Moussa Niakhate + Nicolás Tagliafico,4,4,2.0,71.66,4
Dominik Greif + Hans Hateboer + Nicolás Tagliafico + Pavel Šulc,4,4,2.0,71.66,4
Dominik Greif + Hans Hateboer + Nicolás Tagliafico + Tyler Morton,4,4,2.0,71.66,4
Hans Hateboer + Martin Satriano + Mathys De Carvalho + Nicolás Tagliafico,4,4,2.0,71.66,4
Hans Hateboer + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,4,4,2.0,71.66,4
Hans Hateboer + Martin Satriano + Nicolás Tagliafico + Pavel Šulc,4,4,2.0,71.66,4
Hans Hateboer + Martin Satriano + Nicolás Tagliafico + Tyler Morton,4,4,2.0,71.66,4
Hans Hateboer + Mathys De Carvalho + Moussa Niakhate + Nicolás Tagliafico,4,4,2.0,71.66,4
Hans Hateboer + Mathys De Carvalho + Nicolás Tagliafico + Pavel Šulc,4,4,2.0,71.66,4
Hans Hateboer + Mathys De Carvalho + Nicolás Tagliafico + Tyler Morton,4,4,2.0,71.66,4
Hans Hateboer + Moussa Niakhate + Nicolás Tagliafico + Pavel Šulc,4,4,2.0,71.66,4
Hans Hateboer + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,4,4,2.0,71.66,4
Hans Hateboer + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,4,4,2.0,71.66,4
Abner + Adam Karabec + Afonso Moreira + Malick Fofana,4,3,2.0,71.57,4
Abner + Adam Karabec + Malick Fofana + Nicolás Tagliafico,4,3,2.0,71.57,4
Abner + Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana,4,3,2.0,71.57,4
Abner + Afonso Moreira + Clinton Mata + Malick Fofana,4,3,2.0,71.57,4
Abner + Afonso Moreira + Corentin Tolisso + Malick Fofana,4,3,2.0,71.57,4
Abner + Afonso Moreira + Malick Fofana + Moussa Niakhate,4,3,2.0,71.57,4
Abner + Afonso Moreira + Malick Fofana + Nicolás Tagliafico,4,3,2.0,71.57,4
Abner + Afonso Moreira + Malick Fofana + Pavel Šulc,4,3,2.0,71.57,4
Abner + Afonso Moreira + Malick Fofana + Ruben Kluivert,4,3,2.0,71.57,4
Abner + Afonso Moreira + Malick Fofana + Tanner Tessmann,4,3,2.0,71.57,4
Abner + Afonso Moreira + Malick Fofana + Tyler Morton,4,3,2.0,71.57,4
Abner + Ainsley Maitland-Niles + Malick Fofana + Nicolás Tagliafico,4,3,2.0,71.57,4
Abner + Clinton Mata + Malick Fofana + Nicolás Tagliafico,4,3,2.0,71.57,4
Abner + Corentin Tolisso + Malick Fofana + Nicolás Tagliafico,4,3,2.0,71.57,4
Abner + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,4,3,2.0,71.57,4
Abner + Malick Fofana + Nicolás Tagliafico + Pavel Šulc,4,3,2.0,71.57,4
Abner + Malick Fofana + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,71.57,4
Abner + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,4,3,2.0,71.57,4
Abner + Malick Fofana + Nicolás Tagliafico + Tyler Morton,4,3,2.0,71.57,4
Abner + Moussa Niakhate + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,71.57,4
Adam Karabec + Afonso Moreira + Malick Fofana + Ruben Kluivert,4,3,2.0,71.57,4
Adam Karabec + Malick Fofana + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,71.57,4
Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Ruben Kluivert,4,3,2.0,71.57,4
Afonso Moreira + Clinton Mata + Malick Fofana + Ruben Kluivert,4,3,2.0,71.57,4
Afonso Moreira + Corentin Tolisso + Malick Fofana + Ruben Kluivert,4,3,2.0,71.57,4
Afonso Moreira + Malick Fofana + Moussa Niakhate + Ruben Kluivert,4,3,2.0,71.57,4
Afonso Moreira + Malick Fofana + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,71.57,4
Afonso Moreira + Malick Fofana + Pavel Šulc + Ruben Kluivert,4,3,2.0,71.57,4
Afonso Moreira + Malick Fofana + Ruben Kluivert + Tanner Tessmann,4,3,2.0,71.57,4
Afonso Moreira + Malick Fofana + Ruben Kluivert + Tyler Morton,4,3,2.0,71.57,4
Ainsley Maitland-Niles + Malick Fofana + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,71.57,4
Clinton Mata + Malick Fofana + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,71.57,4
Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,71.57,4
Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,71.57,4
Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Ruben Kluivert,4,3,2.0,71.57,4
Malick Fofana + Nicolás Tagliafico + Ruben Kluivert + Tanner Tessmann,4,3,2.0,71.57,4
Malick Fofana + Nicolás Tagliafico + Ruben Kluivert + Tyler Morton,4,3,2.0,71.57,4
Moussa Niakhate + Nicolás Tagliafico + Pavel Šulc + Ruben Kluivert,4,3,2.0,71.57,4
Abner + Adam Karabec + Clinton Mata + Nicolás Tagliafico,4,5,2.0,71.49,4
Abner + Clinton Mata + Nicolás Tagliafico + Tanner Tessmann,4,5,2.0,71.49,4
Abner + Adam Karabec + Afonso Moreira + Ainsley Maitland-Niles,4,7,2.0,71.41,4
Abner + Adam Karabec + Afonso Moreira + Tanner Tessmann,4,7,2.0,71.41,4
Abner + Afonso Moreira + Ainsley Maitland-Niles + Tanner Tessmann,4,7,2.0,71.41,4
Abner + Afonso Moreira + Corentin Tolisso + Tanner Tessmann,4,7,2.0,71.41,4
Abner + Afonso Moreira + Pavel Šulc + Tanner Tessmann,4,7,2.0,71.41,4
Abner + Afonso Moreira + Dominik Greif + Nicolás Tagliafico,4,5,2.0,71.31,4
Abner + Afonso Moreira + Martin Satriano + Nicolás Tagliafico,4,5,2.0,71.31,4
Abner + Ainsley Maitland-Niles + Dominik Greif + Nicolás Tagliafico,4,5,2.0,71.31,4
Abner + Ainsley Maitland-Niles + Dominik Greif + Tyler Morton,4,5,2.0,71.31,4
Abner + Ainsley Maitland-Niles + Martin Satriano + Nicolás Tagliafico,4,5,2.0,71.31,4
Abner + Ainsley Maitland-Niles + Martin Satriano + Tyler Morton,4,5,2.0,71.31,4
Abner + Corentin Tolisso + Dominik Greif + Nicolás Tagliafico,4,5,2.0,71.31,4
Abner + Corentin Tolisso + Martin Satriano + Nicolás Tagliafico,4,5,2.0,71.31,4
Abner + Dominik Greif + Martin Satriano + Nicolás Tagliafico,4,5,2.0,71.31,4
Abner + Dominik Greif + Nicolás Tagliafico + Pavel Šulc,4,5,2.0,71.31,4
Abner + Dominik Greif + Nicolás Tagliafico + Tyler Morton,4,5,2.0,71.31,4
Abner + Martin Satriano + Nicolás Tagliafico + Pavel Šulc,4,5,2.0,71.31,4
Abner + Martin Satriano + Nicolás Tagliafico + Tyler Morton,4,5,2.0,71.31,4
Abner + Clinton Mata + Moussa Niakhate + Nicolás Tagliafico,4,5,2.0,71.25,4
Abner + Afonso Moreira + Ainsley Maitland-Niles + Moussa Niakhate,4,7,2.0,71.24,4
Abner + Afonso Moreira + Ainsley Maitland-Niles + Mathys De Carvalho,4,4,2.0,70.99,4
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Mathys De Carvalho,4,4,2.0,70.99,4
Abner + Ainsley Maitland-Niles + Dominik Greif + Mathys De Carvalho,4,4,2.0,70.99,4
Abner + Ainsley Maitland-Niles + Martin Satriano + Mathys De Carvalho,4,4,2.0,70.99,4
Abner + Ainsley Maitland-Niles + Mathys De Carvalho + Moussa Niakhate,4,4,2.0,70.99,4
Abner + Ainsley Maitland-Niles + Mathys De Carvalho + Pavel Šulc,4,4,2.0,70.99,4
Martin Satriano + Mathys De Carvalho + Tanner Tessmann + Tyler Morton,4,4,2.0,70.99,4
Abner + Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata,4,7,2.0,70.89,4
Abner + Afonso Moreira + Corentin Tolisso + Tyler Morton,4,8,2.0,70.02,4
Abner + Afonso Moreira + Pavel Šulc + Tyler Morton,4,8,2.0,70.02,4
Afonso Moreira + Khalis Merah + Malick Fofana + Tyler Morton,4,3,2.0,69.37,4
Khalis Merah + Malick Fofana + Nicolás Tagliafico + Tyler Morton,4,3,2.0,69.37,4
Abner + Afonso Moreira + Khalis Merah + Moussa Niakhate,4,5,2.0,69.21,4
Adam Karabec + Khalis Merah + Nicolás Tagliafico + Pavel Šulc,4,6,2.0,68.82,4
Afonso Moreira + Khalis Merah + Nicolás Tagliafico + Pavel Šulc,4,6,2.0,68.82,4
Ainsley Maitland-Niles + Khalis Merah + Nicolás Tagliafico + Pavel Šulc,4,6,2.0,68.82,4
Corentin Tolisso + Khalis Merah + Nicolás Tagliafico + Pavel Šulc,4,6,2.0,68.82,4
Khalis Merah + Nicolás Tagliafico + Pavel Šulc + Tanner Tessmann,4,6,2.0,68.82,4
Abner + Afonso Moreira + Clinton Mata + Khalis Merah,4,5,2.0,68.73,4
Afonso Moreira + Khalis Merah + Pavel Šulc + Tyler Morton,4,6,2.0,68.67,4
Adam Karabec + Khalis Merah + Nicolás Tagliafico + Tyler Morton,4,6,2.0,68.57,4
Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah + Tyler Morton,4,6,2.0,68.57,4
Afonso Moreira + Khalis Merah + Nicolás Tagliafico + Tyler Morton,4,6,2.0,68.57,4
Afonso Moreira + Khalis Merah + Tanner Tessmann + Tyler Morton,4,6,2.0,68.57,4
Ainsley Maitland-Niles + Khalis Merah + Nicolás Tagliafico + Tyler Morton,4,6,2.0,68.57,4
Corentin Tolisso + Khalis Merah + Nicolás Tagliafico + Tyler Morton,4,6,2.0,68.57,4
Khalis Merah + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,4,6,2.0,68.57,4
Adam Karabec + Khalis Merah + Martin Satriano + Nicolás Tagliafico,4,3,2.0,68.27,4
Afonso Moreira + Khalis Merah + Martin Satriano + Nicolás Tagliafico,4,3,2.0,68.27,4
Ainsley Maitland-Niles + Khalis Merah + Martin Satriano + Nicolás Tagliafico,4,3,2.0,68.27,4
Corentin Tolisso + Khalis Merah + Martin Satriano + Nicolás Tagliafico,4,3,2.0,68.27,4
Dominik Greif + Khalis Merah + Martin Satriano + Nicolás Tagliafico,4,3,2.0,68.27,4
Khalis Merah + Martin Satriano + Nicolás Tagliafico + Pavel Šulc,4,3,2.0,68.27,4
Khalis Merah + Martin Satriano + Nicolás Tagliafico + Tanner Tessmann,4,3,2.0,68.27,4
Abner + Ainsley Maitland-Niles + Khalis Merah + Tyler Morton,4,6,2.0,68.02,4
Abner + Khalis Merah + Tanner Tessmann + Tyler Morton,4,6,2.0,68.02,4
Abner + Dominik Greif + Khalis Merah + Tyler Morton,4,3,2.0,67.97,4
Abner + Khalis Merah + Martin Satriano + Tyler Morton,4,3,2.0,67.97,4
Adam Karabec + Khalis Merah + Martin Satriano + Tyler Morton,4,3,2.0,67.97,4
Afonso Moreira + Khalis Merah + Martin Satriano + Tyler Morton,4,3,2.0,67.97,4
Corentin Tolisso + Khalis Merah + Martin Satriano + Tyler Morton,4,3,2.0,67.97,4
Dominik Greif + Khalis Merah + Martin Satriano + Tyler Morton,4,3,2.0,67.97,4
Khalis Merah + Martin Satriano + Pavel Šulc + Tyler Morton,4,3,2.0,67.97,4
Khalis Merah + Moussa Niakhate + Nicolás Tagliafico + Ruben Kluivert,4,3,2.0,67.67,4
Abner + Adam Karabec + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Abner + Ainsley Maitland-Niles + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Abner + Clinton Mata + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Abner + Corentin Tolisso + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Abner + Khalis Merah + Malick Fofana + Ruben Kluivert,4,3,2.0,67.57,4
Abner + Khalis Merah + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Abner + Malick Fofana + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Abner + Moussa Niakhate + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Abner + Pavel Šulc + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Abner + Ruben Kluivert + Rémy Descamps + Tanner Tessmann,4,3,2.0,67.57,4
Abner + Ruben Kluivert + Rémy Descamps + Tyler Morton,4,3,2.0,67.57,4
Adam Karabec + Ainsley Maitland-Niles + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Adam Karabec + Clinton Mata + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Adam Karabec + Corentin Tolisso + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Adam Karabec + Khalis Merah + Malick Fofana + Ruben Kluivert,4,3,2.0,67.57,4
Adam Karabec + Khalis Merah + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Adam Karabec + Malick Fofana + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Adam Karabec + Moussa Niakhate + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Adam Karabec + Pavel Šulc + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Adam Karabec + Ruben Kluivert + Rémy Descamps + Tanner Tessmann,4,3,2.0,67.57,4
Adam Karabec + Ruben Kluivert + Rémy Descamps + Tyler Morton,4,3,2.0,67.57,4
Ainsley Maitland-Niles + Clinton Mata + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Ainsley Maitland-Niles + Corentin Tolisso + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Ruben Kluivert,4,3,2.0,67.57,4
Ainsley Maitland-Niles + Khalis Merah + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Ainsley Maitland-Niles + Malick Fofana + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Ainsley Maitland-Niles + Moussa Niakhate + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Ainsley Maitland-Niles + Pavel Šulc + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Ainsley Maitland-Niles + Ruben Kluivert + Rémy Descamps + Tanner Tessmann,4,3,2.0,67.57,4
Ainsley Maitland-Niles + Ruben Kluivert + Rémy Descamps + Tyler Morton,4,3,2.0,67.57,4
Clinton Mata + Corentin Tolisso + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Clinton Mata + Khalis Merah + Malick Fofana + Ruben Kluivert,4,3,2.0,67.57,4
Clinton Mata + Khalis Merah + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Clinton Mata + Malick Fofana + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Clinton Mata + Moussa Niakhate + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Clinton Mata + Pavel Šulc + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Clinton Mata + Ruben Kluivert + Rémy Descamps + Tanner Tessmann,4,3,2.0,67.57,4
Clinton Mata + Ruben Kluivert + Rémy Descamps + Tyler Morton,4,3,2.0,67.57,4
Corentin Tolisso + Khalis Merah + Malick Fofana + Ruben Kluivert,4,3,2.0,67.57,4
Corentin Tolisso + Khalis Merah + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Corentin Tolisso + Malick Fofana + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Corentin Tolisso + Moussa Niakhate + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Corentin Tolisso + Pavel Šulc + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Corentin Tolisso + Ruben Kluivert + Rémy Descamps + Tanner Tessmann,4,3,2.0,67.57,4
Corentin Tolisso + Ruben Kluivert + Rémy Descamps + Tyler Morton,4,3,2.0,67.57,4
Khalis Merah + Malick Fofana + Moussa Niakhate + Ruben Kluivert,4,3,2.0,67.57,4
Khalis Merah + Malick Fofana + Pavel Šulc + Ruben Kluivert,4,3,2.0,67.57,4
Khalis Merah + Malick Fofana + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Khalis Merah + Malick Fofana + Ruben Kluivert + Tanner Tessmann,4,3,2.0,67.57,4
Khalis Merah + Malick Fofana + Ruben Kluivert + Tyler Morton,4,3,2.0,67.57,4
Khalis Merah + Moussa Niakhate + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Khalis Merah + Pavel Šulc + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Khalis Merah + Ruben Kluivert + Rémy Descamps + Tanner Tessmann,4,3,2.0,67.57,4
Khalis Merah + Ruben Kluivert + Rémy Descamps + Tyler Morton,4,3,2.0,67.57,4
Malick Fofana + Moussa Niakhate + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Malick Fofana + Pavel Šulc + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Malick Fofana + Ruben Kluivert + Rémy Descamps + Tanner Tessmann,4,3,2.0,67.57,4
Malick Fofana + Ruben Kluivert + Rémy Descamps + Tyler Morton,4,3,2.0,67.57,4
Moussa Niakhate + Pavel Šulc + Ruben Kluivert + Rémy Descamps,4,3,2.0,67.57,4
Moussa Niakhate + Ruben Kluivert + Rémy Descamps + Tanner Tessmann,4,3,2.0,67.57,4
Moussa Niakhate + Ruben Kluivert + Rémy Descamps + Tyler Morton,4,3,2.0,67.57,4
Pavel Šulc + Ruben Kluivert + Rémy Descamps + Tanner Tessmann,4,3,2.0,67.57,4
Pavel Šulc + Ruben Kluivert + Rémy Descamps + Tyler Morton,4,3,2.0,67.57,4
Ruben Kluivert + Rémy Descamps + Tanner Tessmann + Tyler Morton,4,3,2.0,67.57,4
Abner + Afonso Moreira + Corentin Tolisso + Pavel Šulc,4,9,1.89,67.52,4
Abner + Adam Karabec + Afonso Moreira + Tyler Morton,4,7,1.86,66.98,4
Abner + Afonso Moreira + Moussa Niakhate + Tyler Morton,4,7,1.86,66.8,4
Abner + Afonso Moreira + Clinton Mata + Tyler Morton,4,7,1.86,66.46,4
Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah + Pavel Šulc,4,7,1.86,65.78,4
Afonso Moreira + Khalis Merah + Pavel Šulc + Tanner Tessmann,4,7,1.86,65.78,4
Abner + Adam Karabec + Ainsley Maitland-Niles + Khalis Merah,4,7,1.86,65.09,4
Abner + Adam Karabec + Khalis Merah + Tanner Tessmann,4,7,1.86,65.09,4
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah,4,7,1.86,65.09,4
Abner + Ainsley Maitland-Niles + Khalis Merah + Pavel Šulc,4,7,1.86,65.09,4
Abner + Ainsley Maitland-Niles + Khalis Merah + Tanner Tessmann,4,7,1.86,65.09,4
Abner + Corentin Tolisso + Khalis Merah + Tanner Tessmann,4,7,1.86,65.09,4
Abner + Khalis Merah + Pavel Šulc + Tanner Tessmann,4,7,1.86,65.09,4
Abner + Afonso Moreira + Moussa Niakhate + Tanner Tessmann,4,6,1.83,67.89,4
Abner + Afonso Moreira + Clinton Mata + Tanner Tessmann,4,6,1.83,67.49,4
Abner + Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif,4,6,1.83,67.34,4
Abner + Afonso Moreira + Ainsley Maitland-Niles + Martin Satriano,4,6,1.83,67.34,4
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif,4,6,1.83,67.34,4
Abner + Ainsley Maitland-Niles + Corentin Tolisso + Martin Satriano,4,6,1.83,67.34,4
Abner + Ainsley Maitland-Niles + Dominik Greif + Martin Satriano,4,6,1.83,67.34,4
Abner + Ainsley Maitland-Niles + Dominik Greif + Pavel Šulc,4,6,1.83,67.34,4
Abner + Ainsley Maitland-Niles + Martin Satriano + Pavel Šulc,4,6,1.83,67.34,4
Afonso Moreira + Ainsley Maitland-Niles + Mathys De Carvalho + Tyler Morton,4,6,1.83,66.04,4
Afonso Moreira + Mathys De Carvalho + Nicolás Tagliafico + Tyler Morton,4,6,1.83,66.04,4
Ainsley Maitland-Niles + Corentin Tolisso + Mathys De Carvalho + Tyler Morton,4,6,1.83,66.04,4
Ainsley Maitland-Niles + Dominik Greif + Mathys De Carvalho + Tyler Morton,4,6,1.83,66.04,4
Ainsley Maitland-Niles + Mathys De Carvalho + Moussa Niakhate + Tyler Morton,4,6,1.83,66.04,4
Ainsley Maitland-Niles + Mathys De Carvalho + Nicolás Tagliafico + Tyler Morton,4,6,1.83,66.04,4
Ainsley Maitland-Niles + Mathys De Carvalho + Pavel Šulc + Tyler Morton,4,6,1.83,66.04,4
Corentin Tolisso + Mathys De Carvalho + Nicolás Tagliafico + Tyler Morton,4,6,1.83,66.04,4
Dominik Greif + Mathys De Carvalho + Nicolás Tagliafico + Tyler Morton,4,6,1.83,66.04,4
Mathys De Carvalho + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,4,6,1.83,66.04,4
Mathys De Carvalho + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,4,6,1.83,66.04,4
Afonso Moreira + Martin Satriano + Mathys De Carvalho + Nicolás Tagliafico,4,6,1.83,65.44,4
Ainsley Maitland-Niles + Martin Satriano + Mathys De Carvalho + Nicolás Tagliafico,4,6,1.83,65.44,4
Corentin Tolisso + Martin Satriano + Mathys De Carvalho + Nicolás Tagliafico,4,6,1.83,65.44,4
Dominik Greif + Martin Satriano + Mathys De Carvalho + Nicolás Tagliafico,4,6,1.83,65.44,4
Martin Satriano + Mathys De Carvalho + Moussa Niakhate + Nicolás Tagliafico,4,6,1.83,65.44,4
Martin Satriano + Mathys De Carvalho + Nicolás Tagliafico + Pavel Šulc,4,6,1.83,65.44,4
Afonso Moreira + Martin Satriano + Mathys De Carvalho + Tyler Morton,4,6,1.83,65.29,4
Corentin Tolisso + Martin Satriano + Mathys De Carvalho + Tyler Morton,4,6,1.83,65.29,4
Dominik Greif + Martin Satriano + Mathys De Carvalho + Tyler Morton,4,6,1.83,65.29,4
Martin Satriano + Mathys De Carvalho + Moussa Niakhate + Tyler Morton,4,6,1.83,65.29,4
Martin Satriano + Mathys De Carvalho + Pavel Šulc + Tyler Morton,4,6,1.83,65.29,4
Afonso Moreira + Ainsley Maitland-Niles + Pavel Šulc + Tyler Morton,4,11,1.82,65.59,4
Afonso Moreira + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,4,11,1.82,65.59,4
Ainsley Maitland-Niles + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,4,11,1.82,65.59,4
Corentin Tolisso + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,4,11,1.82,65.59,4
Abner + Adam Karabec + Afonso Moreira + Ruben Kluivert,4,5,1.8,64.74,4
Abner + Afonso Moreira + Clinton Mata + Ruben Kluivert,4,5,1.8,64.74,4
Abner + Afonso Moreira + Corentin Tolisso + Ruben Kluivert,4,5,1.8,64.74,4
Abner + Afonso Moreira + Pavel Šulc + Ruben Kluivert,4,5,1.8,64.74,4
Abner + Afonso Moreira + Ruben Kluivert + Tyler Morton,4,5,1.8,64.74,4
Adam Karabec + Afonso Moreira + Pavel Šulc + Ruben Kluivert,4,5,1.8,64.74,4
Afonso Moreira + Clinton Mata + Pavel Šulc + Ruben Kluivert,4,5,1.8,64.74,4
Afonso Moreira + Corentin Tolisso + Pavel Šulc + Ruben Kluivert,4,5,1.8,64.74,4
Afonso Moreira + Pavel Šulc + Ruben Kluivert + Tyler Morton,4,5,1.8,64.74,4
Adam Karabec + Afonso Moreira + Ainsley Maitland-Niles + Ruben Kluivert,4,5,1.8,64.62,4
Adam Karabec + Afonso Moreira + Nicolás Tagliafico + Ruben Kluivert,4,5,1.8,64.62,4
Adam Karabec + Afonso Moreira + Ruben Kluivert + Tanner Tessmann,4,5,1.8,64.62,4
Adam Karabec + Ainsley Maitland-Niles + Nicolás Tagliafico + Ruben Kluivert,4,5,1.8,64.62,4
Adam Karabec + Clinton Mata + Nicolás Tagliafico + Ruben Kluivert,4,5,1.8,64.62,4
Adam Karabec + Corentin Tolisso + Nicolás Tagliafico + Ruben Kluivert,4,5,1.8,64.62,4
Adam Karabec + Nicolás Tagliafico + Ruben Kluivert + Tanner Tessmann,4,5,1.8,64.62,4
