combo,size,matches,avg_points,avg_score_final,combo_size
Clinton Mata + Malick Fofana + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,4,1.5,57.58,5
Clinton Mata + Moussa Niakhate + Pavel Šulc + Ruben Kluivert + Tanner Tessmann,5,4,1.5,57.58,5
Corentin Tolisso + Malick Fofana + Moussa Niakhate + Pavel Šulc + Ruben Kluivert,5,4,1.5,57.58,5
Corentin Tolisso + Malick Fofana + Moussa Niakhate + Ruben Kluivert + Tanner Tessmann,5,4,1.5,57.58,5
Corentin Tolisso + Malick Fofana + Moussa Niakhate + Ruben Kluivert + Tyler Morton,5,4,1.5,57.58,5
Corentin Tolisso + Malick Fofana + Pavel Šulc + Ruben Kluivert + Tanner Tessmann,5,4,1.5,57.58,5
Corentin Tolisso + Malick Fofana + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,4,1.5,57.58,5
Corentin Tolisso + Malick Fofana + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,4,1.5,57.58,5
Corentin Tolisso + Moussa Niakhate + Pavel Šulc + Ruben Kluivert + Tanner Tessmann,5,4,1.5,57.58,5
Malick Fofana + Moussa Niakhate + Pavel Šulc + Ruben Kluivert + Tanner Tessmann,5,4,1.5,57.58,5
Malick Fofana + Moussa Niakhate + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,4,1.5,57.58,5
Malick Fofana + Moussa Niakhate + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,4,1.5,57.58,5
Malick Fofana + Pavel Šulc + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,4,1.5,57.58,5
Moussa Niakhate + Pavel Šulc + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,4,1.5,57.58,5
Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata + Martin Satriano + Mathys De Carvalho,5,6,1.5,57.55,5
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Martin Satriano + Mathys De Carvalho,5,6,1.5,57.55,5
Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Martin Satriano + Mathys De Carvalho,5,6,1.5,57.55,5
Ainsley Maitland-Niles + Clinton Mata + Martin Satriano + Mathys De Carvalho + Moussa Niakhate,5,6,1.5,57.55,5
Ainsley Maitland-Niles + Clinton Mata + Martin Satriano + Mathys De Carvalho + Pavel Šulc,5,6,1.5,57.55,5
Afonso Moreira + Corentin Tolisso + Dominik Greif + Martin Satriano + Mathys De Carvalho,5,8,1.5,57.09,5
Afonso Moreira + Corentin Tolisso + Martin Satriano + Mathys De Carvalho + Moussa Niakhate,5,8,1.5,57.09,5
Afonso Moreira + Corentin Tolisso + Martin Satriano + Mathys De Carvalho + Pavel Šulc,5,8,1.5,57.09,5
Afonso Moreira + Dominik Greif + Martin Satriano + Mathys De Carvalho + Moussa Niakhate,5,8,1.5,57.09,5
Afonso Moreira + Dominik Greif + Martin Satriano + Mathys De Carvalho + Pavel Šulc,5,8,1.5,57.09,5
Afonso Moreira + Martin Satriano + Mathys De Carvalho + Moussa Niakhate + Pavel Šulc,5,8,1.5,57.09,5
Corentin Tolisso + Dominik Greif + Martin Satriano + Mathys De Carvalho + Moussa Niakhate,5,8,1.5,57.09,5
Corentin Tolisso + Dominik Greif + Martin Satriano + Mathys De Carvalho + Pavel Šulc,5,8,1.5,57.09,5
Corentin Tolisso + Martin Satriano + Mathys De Carvalho + Moussa Niakhate + Pavel Šulc,5,8,1.5,57.09,5
Dominik Greif + Martin Satriano + Mathys De Carvalho + Moussa Niakhate + Pavel Šulc,5,8,1.5,57.09,5
Adam Karabec + Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Tyler Morton,5,6,1.5,57.05,5
Adam Karabec + Afonso Moreira + Clinton Mata + Malick Fofana + Tyler Morton,5,6,1.5,57.05,5
Adam Karabec + Afonso Moreira + Corentin Tolisso + Malick Fofana + Tyler Morton,5,6,1.5,57.05,5
Adam Karabec + Afonso Moreira + Malick Fofana + Moussa Niakhate + Tyler Morton,5,6,1.5,57.05,5
Adam Karabec + Afonso Moreira + Malick Fofana + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Adam Karabec + Afonso Moreira + Malick Fofana + Pavel Šulc + Tyler Morton,5,6,1.5,57.05,5
Adam Karabec + Afonso Moreira + Malick Fofana + Tanner Tessmann + Tyler Morton,5,6,1.5,57.05,5
Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Adam Karabec + Clinton Mata + Malick Fofana + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Adam Karabec + Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Adam Karabec + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Adam Karabec + Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,5,6,1.5,57.05,5
Adam Karabec + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Moussa Niakhate + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Pavel Šulc + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Ainsley Maitland-Niles + Malick Fofana + Tanner Tessmann + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Clinton Mata + Corentin Tolisso + Malick Fofana + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Clinton Mata + Malick Fofana + Moussa Niakhate + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Clinton Mata + Malick Fofana + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Clinton Mata + Malick Fofana + Pavel Šulc + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Clinton Mata + Malick Fofana + Tanner Tessmann + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Corentin Tolisso + Malick Fofana + Moussa Niakhate + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Corentin Tolisso + Malick Fofana + Pavel Šulc + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Corentin Tolisso + Malick Fofana + Tanner Tessmann + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Malick Fofana + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Malick Fofana + Moussa Niakhate + Tanner Tessmann + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,5,6,1.5,57.05,5
Afonso Moreira + Malick Fofana + Pavel Šulc + Tanner Tessmann + Tyler Morton,5,6,1.5,57.05,5
Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Ainsley Maitland-Niles + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Ainsley Maitland-Niles + Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,5,6,1.5,57.05,5
Ainsley Maitland-Niles + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,5,6,1.5,57.05,5
Clinton Mata + Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Clinton Mata + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Clinton Mata + Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,5,6,1.5,57.05,5
Clinton Mata + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,5,6,1.5,57.05,5
Corentin Tolisso + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,6,1.5,57.05,5
Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,5,6,1.5,57.05,5
Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,5,6,1.5,57.05,5
Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Pavel Šulc + Tyler Morton,5,6,1.5,57.05,5
Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,5,6,1.5,57.05,5
Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Tanner Tessmann + Tyler Morton,5,6,1.5,57.05,5
Adam Karabec + Afonso Moreira + Clinton Mata + Corentin Tolisso + Ruben Kluivert,5,6,1.5,56.6,5
Adam Karabec + Afonso Moreira + Clinton Mata + Ruben Kluivert + Tyler Morton,5,6,1.5,56.6,5
Adam Karabec + Afonso Moreira + Corentin Tolisso + Ruben Kluivert + Tyler Morton,5,6,1.5,56.6,5
Afonso Moreira + Clinton Mata + Corentin Tolisso + Ruben Kluivert + Tyler Morton,5,6,1.5,56.6,5
Abner + Adam Karabec + Clinton Mata + Corentin Tolisso + Ruben Kluivert,5,6,1.5,56.55,5
Abner + Adam Karabec + Clinton Mata + Pavel Šulc + Ruben Kluivert,5,6,1.5,56.55,5
Abner + Adam Karabec + Clinton Mata + Ruben Kluivert + Tyler Morton,5,6,1.5,56.55,5
Abner + Adam Karabec + Corentin Tolisso + Pavel Šulc + Ruben Kluivert,5,6,1.5,56.55,5
Abner + Adam Karabec + Corentin Tolisso + Ruben Kluivert + Tyler Morton,5,6,1.5,56.55,5
Abner + Adam Karabec + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,6,1.5,56.55,5
Abner + Clinton Mata + Corentin Tolisso + Pavel Šulc + Ruben Kluivert,5,6,1.5,56.55,5
Abner + Clinton Mata + Corentin Tolisso + Ruben Kluivert + Tyler Morton,5,6,1.5,56.55,5
Abner + Clinton Mata + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,6,1.5,56.55,5
Abner + Corentin Tolisso + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,6,1.5,56.55,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Pavel Šulc + Ruben Kluivert,5,6,1.5,56.55,5
Adam Karabec + Clinton Mata + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,6,1.5,56.55,5
Adam Karabec + Corentin Tolisso + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,6,1.5,56.55,5
Clinton Mata + Corentin Tolisso + Pavel Šulc + Ruben Kluivert + Tyler Morton,5,6,1.5,56.55,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Ruben Kluivert,5,6,1.5,56.45,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Ruben Kluivert + Tanner Tessmann,5,6,1.5,56.45,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Ruben Kluivert + Tyler Morton,5,6,1.5,56.45,5
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Ruben Kluivert + Tanner Tessmann,5,6,1.5,56.45,5
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Ruben Kluivert + Tyler Morton,5,6,1.5,56.45,5
Adam Karabec + Ainsley Maitland-Niles + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,6,1.5,56.45,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Ruben Kluivert + Tanner Tessmann,5,6,1.5,56.45,5
Adam Karabec + Clinton Mata + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,6,1.5,56.45,5
Adam Karabec + Corentin Tolisso + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,6,1.5,56.45,5
Adam Karabec + Dominik Greif + Khalis Merah + Nicolás Tagliafico + Pavel Šulc,5,4,1.5,56.45,5
Afonso Moreira + Dominik Greif + Khalis Merah + Nicolás Tagliafico + Pavel Šulc,5,4,1.5,56.45,5
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Ruben Kluivert + Tanner Tessmann,5,6,1.5,56.45,5
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Ruben Kluivert + Tyler Morton,5,6,1.5,56.45,5
Ainsley Maitland-Niles + Clinton Mata + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,6,1.5,56.45,5
Ainsley Maitland-Niles + Corentin Tolisso + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,6,1.5,56.45,5
Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Nicolás Tagliafico + Pavel Šulc,5,4,1.5,56.45,5
Clinton Mata + Corentin Tolisso + Ruben Kluivert + Tanner Tessmann + Tyler Morton,5,6,1.5,56.45,5
Corentin Tolisso + Dominik Greif + Khalis Merah + Nicolás Tagliafico + Pavel Šulc,5,4,1.5,56.45,5
Dominik Greif + Khalis Merah + Nicolás Tagliafico + Pavel Šulc + Tanner Tessmann,5,4,1.5,56.45,5
Adam Karabec + Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana,5,4,1.5,56.38,5
Adam Karabec + Afonso Moreira + Clinton Mata + Khalis Merah + Malick Fofana,5,4,1.5,56.38,5
Adam Karabec + Afonso Moreira + Corentin Tolisso + Khalis Merah + Malick Fofana,5,4,1.5,56.38,5
Adam Karabec + Afonso Moreira + Khalis Merah + Malick Fofana + Moussa Niakhate,5,4,1.5,56.38,5
Adam Karabec + Afonso Moreira + Khalis Merah + Malick Fofana + Nicolás Tagliafico,5,4,1.5,56.38,5
Adam Karabec + Afonso Moreira + Khalis Merah + Malick Fofana + Pavel Šulc,5,4,1.5,56.38,5
Adam Karabec + Afonso Moreira + Khalis Merah + Malick Fofana + Tanner Tessmann,5,4,1.5,56.38,5
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Nicolás Tagliafico,5,4,1.5,56.38,5
Adam Karabec + Clinton Mata + Khalis Merah + Malick Fofana + Nicolás Tagliafico,5,4,1.5,56.38,5
Adam Karabec + Corentin Tolisso + Khalis Merah + Malick Fofana + Nicolás Tagliafico,5,4,1.5,56.38,5
Adam Karabec + Khalis Merah + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,5,4,1.5,56.38,5
Adam Karabec + Khalis Merah + Malick Fofana + Nicolás Tagliafico + Pavel Šulc,5,4,1.5,56.38,5
Adam Karabec + Khalis Merah + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,5,4,1.5,56.38,5
Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Malick Fofana,5,4,1.5,56.38,5
Afonso Moreira + Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Malick Fofana,5,4,1.5,56.38,5
Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Moussa Niakhate,5,4,1.5,56.38,5
Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Nicolás Tagliafico,5,4,1.5,56.38,5
Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Pavel Šulc,5,4,1.5,56.38,5
Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Tanner Tessmann,5,4,1.5,56.38,5
Afonso Moreira + Clinton Mata + Corentin Tolisso + Khalis Merah + Malick Fofana,5,4,1.5,56.38,5
Afonso Moreira + Clinton Mata + Khalis Merah + Malick Fofana + Moussa Niakhate,5,4,1.5,56.38,5
Afonso Moreira + Clinton Mata + Khalis Merah + Malick Fofana + Nicolás Tagliafico,5,4,1.5,56.38,5
Afonso Moreira + Clinton Mata + Khalis Merah + Malick Fofana + Pavel Šulc,5,4,1.5,56.38,5
Afonso Moreira + Clinton Mata + Khalis Merah + Malick Fofana + Tanner Tessmann,5,4,1.5,56.38,5
Afonso Moreira + Corentin Tolisso + Khalis Merah + Malick Fofana + Moussa Niakhate,5,4,1.5,56.38,5
Afonso Moreira + Corentin Tolisso + Khalis Merah + Malick Fofana + Nicolás Tagliafico,5,4,1.5,56.38,5
Afonso Moreira + Corentin Tolisso + Khalis Merah + Malick Fofana + Pavel Šulc,5,4,1.5,56.38,5
Afonso Moreira + Corentin Tolisso + Khalis Merah + Malick Fofana + Tanner Tessmann,5,4,1.5,56.38,5
Afonso Moreira + Khalis Merah + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,5,4,1.5,56.38,5
Afonso Moreira + Khalis Merah + Malick Fofana + Moussa Niakhate + Pavel Šulc,5,4,1.5,56.38,5
Afonso Moreira + Khalis Merah + Malick Fofana + Moussa Niakhate + Tanner Tessmann,5,4,1.5,56.38,5
Afonso Moreira + Khalis Merah + Malick Fofana + Nicolás Tagliafico + Pavel Šulc,5,4,1.5,56.38,5
Afonso Moreira + Khalis Merah + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,5,4,1.5,56.38,5
Afonso Moreira + Khalis Merah + Malick Fofana + Pavel Šulc + Tanner Tessmann,5,4,1.5,56.38,5
Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Malick Fofana + Nicolás Tagliafico,5,4,1.5,56.38,5
Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Malick Fofana + Nicolás Tagliafico,5,4,1.5,56.38,5
Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,5,4,1.5,56.38,5
Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Nicolás Tagliafico + Pavel Šulc,5,4,1.5,56.38,5
Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,5,4,1.5,56.38,5
Clinton Mata + Corentin Tolisso + Khalis Merah + Malick Fofana + Nicolás Tagliafico,5,4,1.5,56.38,5
Clinton Mata + Khalis Merah + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,5,4,1.5,56.38,5
Clinton Mata + Khalis Merah + Malick Fofana + Nicolás Tagliafico + Pavel Šulc,5,4,1.5,56.38,5
Clinton Mata + Khalis Merah + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,5,4,1.5,56.38,5
Clinton Mata + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico + Pavel Šulc,5,4,1.5,56.38,5
Corentin Tolisso + Khalis Merah + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,5,4,1.5,56.38,5
Corentin Tolisso + Khalis Merah + Malick Fofana + Nicolás Tagliafico + Pavel Šulc,5,4,1.5,56.38,5
Corentin Tolisso + Khalis Merah + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,5,4,1.5,56.38,5
Khalis Merah + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Pavel Šulc,5,4,1.5,56.38,5
Khalis Merah + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,4,1.5,56.38,5
Khalis Merah + Malick Fofana + Nicolás Tagliafico + Pavel Šulc + Tanner Tessmann,5,4,1.5,56.38,5
Adam Karabec + Dominik Greif + Khalis Merah + Pavel Šulc + Tyler Morton,5,4,1.5,56.22,5
Afonso Moreira + Dominik Greif + Khalis Merah + Pavel Šulc + Tyler Morton,5,4,1.5,56.22,5
Corentin Tolisso + Dominik Greif + Khalis Merah + Pavel Šulc + Tyler Morton,5,4,1.5,56.22,5
Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,6,1.5,56.1,5
Khalis Merah + Moussa Niakhate + Pavel Šulc + Tanner Tessmann + Tyler Morton,5,6,1.5,56.1,5
Adam Karabec + Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Tyler Morton,5,4,1.5,56.08,5
Adam Karabec + Dominik Greif + Khalis Merah + Nicolás Tagliafico + Tyler Morton,5,4,1.5,56.08,5
Adam Karabec + Dominik Greif + Khalis Merah + Tanner Tessmann + Tyler Morton,5,4,1.5,56.08,5
Afonso Moreira + Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Tyler Morton,5,4,1.5,56.08,5
Afonso Moreira + Dominik Greif + Khalis Merah + Nicolás Tagliafico + Tyler Morton,5,4,1.5,56.08,5
Afonso Moreira + Dominik Greif + Khalis Merah + Tanner Tessmann + Tyler Morton,5,4,1.5,56.08,5
Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Khalis Merah + Tyler Morton,5,4,1.5,56.08,5
Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Nicolás Tagliafico + Tyler Morton,5,4,1.5,56.08,5
Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Tanner Tessmann + Tyler Morton,5,4,1.5,56.08,5
Corentin Tolisso + Dominik Greif + Khalis Merah + Nicolás Tagliafico + Tyler Morton,5,4,1.5,56.08,5
Corentin Tolisso + Dominik Greif + Khalis Merah + Tanner Tessmann + Tyler Morton,5,4,1.5,56.08,5
Dominik Greif + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann + Tyler Morton,5,4,1.5,56.08,5
Adam Karabec + Afonso Moreira + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico,5,6,1.5,56.05,5
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico,5,6,1.5,56.05,5
Adam Karabec + Corentin Tolisso + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico,5,6,1.5,56.05,5
Adam Karabec + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,6,1.5,56.05,5
Afonso Moreira + Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico,5,6,1.5,56.05,5
Afonso Moreira + Corentin Tolisso + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico,5,6,1.5,56.05,5
Afonso Moreira + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,6,1.5,56.05,5
Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico,5,6,1.5,56.05,5
Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,6,1.5,56.05,5
Corentin Tolisso + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,5,6,1.5,56.05,5
Clinton Mata + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico + Tyler Morton,5,4,1.5,56.0,5
Adam Karabec + Afonso Moreira + Khalis Merah + Moussa Niakhate + Tyler Morton,5,6,1.5,55.9,5
Afonso Moreira + Corentin Tolisso + Khalis Merah + Moussa Niakhate + Tyler Morton,5,6,1.5,55.9,5
Adam Karabec + Corentin Tolisso + Khalis Merah + Pavel Šulc + Tyler Morton,5,8,1.5,55.7,5
Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Pavel Šulc + Tyler Morton,5,6,1.5,55.7,5
Clinton Mata + Khalis Merah + Pavel Šulc + Tanner Tessmann + Tyler Morton,5,6,1.5,55.7,5
Adam Karabec + Afonso Moreira + Clinton Mata + Khalis Merah + Nicolás Tagliafico,5,6,1.5,55.65,5
Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Nicolás Tagliafico,5,6,1.5,55.65,5
Adam Karabec + Clinton Mata + Corentin Tolisso + Khalis Merah + Nicolás Tagliafico,5,6,1.5,55.65,5
Adam Karabec + Clinton Mata + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann,5,6,1.5,55.65,5
Afonso Moreira + Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Nicolás Tagliafico,5,6,1.5,55.65,5
Afonso Moreira + Clinton Mata + Corentin Tolisso + Khalis Merah + Nicolás Tagliafico,5,6,1.5,55.65,5
Afonso Moreira + Clinton Mata + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann,5,6,1.5,55.65,5
Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Khalis Merah + Nicolás Tagliafico,5,6,1.5,55.65,5
Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann,5,6,1.5,55.65,5
Clinton Mata + Corentin Tolisso + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann,5,6,1.5,55.65,5
Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Tyler Morton,5,8,1.5,55.62,5
Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Tanner Tessmann + Tyler Morton,5,8,1.5,55.62,5
Adam Karabec + Corentin Tolisso + Khalis Merah + Tanner Tessmann + Tyler Morton,5,8,1.5,55.62,5
Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Tanner Tessmann + Tyler Morton,5,8,1.5,55.62,5
Adam Karabec + Afonso Moreira + Clinton Mata + Khalis Merah + Tyler Morton,5,6,1.5,55.5,5
Afonso Moreira + Clinton Mata + Corentin Tolisso + Khalis Merah + Tyler Morton,5,6,1.5,55.5,5
Abner + Adam Karabec + Khalis Merah + Moussa Niakhate + Tyler Morton,5,6,1.5,55.35,5
Abner + Corentin Tolisso + Khalis Merah + Moussa Niakhate + Tyler Morton,5,6,1.5,55.35,5
Abner + Khalis Merah + Moussa Niakhate + Pavel Šulc + Tyler Morton,5,6,1.5,55.35,5
Abner + Adam Karabec + Ainsley Maitland-Niles + Clinton Mata + Rémy Descamps,5,4,1.5,55.18,5
Abner + Adam Karabec + Ainsley Maitland-Niles + Corentin Tolisso + Rémy Descamps,5,4,1.5,55.18,5
Abner + Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Malick Fofana,5,4,1.5,55.18,5
Abner + Adam Karabec + Ainsley Maitland-Niles + Khalis Merah + Rémy Descamps,5,4,1.5,55.18,5
Abner + Adam Karabec + Ainsley Maitland-Niles + Malick Fofana + Rémy Descamps,5,4,1.5,55.18,5
Abner + Adam Karabec + Ainsley Maitland-Niles + Moussa Niakhate + Rémy Descamps,5,4,1.5,55.18,5
Abner + Adam Karabec + Ainsley Maitland-Niles + Pavel Šulc + Rémy Descamps,5,4,1.5,55.18,5
Abner + Adam Karabec + Ainsley Maitland-Niles + Rémy Descamps + Tanner Tessmann,5,4,1.5,55.18,5
Abner + Adam Karabec + Ainsley Maitland-Niles + Rémy Descamps + Tyler Morton,5,4,1.5,55.18,5
Abner + Adam Karabec + Clinton Mata + Corentin Tolisso + Rémy Descamps,5,4,1.5,55.18,5
Abner + Adam Karabec + Clinton Mata + Khalis Merah + Malick Fofana,5,4,1.5,55.18,5
Abner + Adam Karabec + Clinton Mata + Khalis Merah + Rémy Descamps,5,4,1.5,55.18,5
Abner + Adam Karabec + Clinton Mata + Malick Fofana + Rémy Descamps,5,4,1.5,55.18,5
Abner + Adam Karabec + Clinton Mata + Moussa Niakhate + Rémy Descamps,5,4,1.5,55.18,5
Abner + Adam Karabec + Clinton Mata + Pavel Šulc + Rémy Descamps,5,4,1.5,55.18,5
Abner + Adam Karabec + Clinton Mata + Rémy Descamps + Tanner Tessmann,5,4,1.5,55.18,5
